清	セイ、ショウ、シン	きよ.い、きよ.まる、きよ.める	あき, さや, し, すが, すみ, せ, ちん	pure, purify, cleanse, exorcise, Manchu dynasty	pure	THANH	thanh bạch, trong sạch		清掃(せいそう): cleaning<br>清潔(せいけつ): (1) clean; hygienic; sanitary (2) pure; virtuous; immaculate<br>清らか(きよらか): clean; pure; chaste<br>清い(きよい): clear; pure; noble<br>清書(せいしょ): clean copy<br>清々しい(すがすがしい): fresh; refreshing<br>清純(せいじゅん): purity; innocence<br>清濁(せいだく): (1) good and evil; purity and impurity (2) voiced and unvoiced consonants	2	4	705	水: water<br>青: blue; green	11	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq501-750
漁	ギョ、リョウ	あさ.る		fishing, fishery	fishing	NGƯ	đánh cá		漁業(ぎょぎょう): fishing (industry)<br>漁船(ぎょせん): fishing boat<br>漁師(りょうし): fisherman<br>漁村(ぎょそん): fishing village	2	4	1094	水: water<br>魚: fish	14	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq1001-1500
灯	トウ	ひ、ほ-、ともしび、とも.す、あかり		lamp, a light, light, no. of lights	lamp	ĐĂNG	hải đăng		灯り(あかり): (1) light; illumination; glow; gleam (2) lamp; light<br>灯(ひ): light; lamp; torch<br>灯油(とうゆ): lamp oil; kerosene<br>電灯(でんとう): electric light<br>灯台(とうだい): (1) lighthouse (2) old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it<br>蛍光灯(けいこうとう): (1) fluorescent lamp; fluorescent light (2) person who is slow to react; someone slow on the uptake	2	4	1605	火: fire<br>丁: street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign	6	火	86	4	ひ・ひへん・れっか・れんが	燈	形声 Hình thanh	grade4 JLPT.N2 Kanji_Manufactured.Item kanjifreq1501-2000
無	ム、ブ	な.い		"nothingness, none, ain't, nothing, nil, not"	nothingness	VÔ	hư vô, vô ý nghĩa		"無料(むりょう): free; no charge<br>間も無く(まもなく): (1) soon; before long; in a short time (2) (after verb) lacking time to ...; without time to ...<br>無理(むり): unreasonable; impossible; overdoing<br>無線(むせん): wireless; radio<br>無効(むこう): invalid; no effect; unavailable; illegal<br>有無(うむ): (1) existence or nonexistence; presence or absence (2) consent or refusal; yes or no (3) flag indicator; presence or absence marker<br>無事(ぶじ): safety; peace; quietness<br>無言(むごん): silence<br>無断(むだん): without permission; without notice<br>無数(むすう): countless number; infinite number; innumerable<br>無用(むよう): useless; futility; needlessness; unnecessariness<br>無限(むげん): infinite<br>無視(むし): disregard; ignore<br>無駄(むだ): futility; uselessness; pointlessness<br>無難(ぶなん): safety; security<br>無駄遣い(むだづかい): wasting ... on (e.g. money); squandering; waste; frittering away<br>無論(むろん): of course; naturally<br>ご無沙汰(ごぶさた): not writing or contacting for a while; neglecting (failing) to write (call, visit, etc.); long silence<br>無邪気(むじゃき): innocence; simple-mindedness<br>無口(むくち): reticence; taciturnity<br>無知(むち): ignorance; innocence; stupidity<br>無念(むねん): (1) chagrin; regret (2) free from obstructive thoughts<br>台無し(だいなし): mess; spoiled; spoilt; (come to) nothing<br>無地(むじ): plain; unfigured<br>無能(むのう): inefficiency; incompetence<br>無意味(むいみ): nonsense; no meaning; meaningless<br>無礼(ぶれい): impolite; rude<br>無くす(なくす): (1) to lose something (2) to get rid of (3) to lose someone (wife, child, etc.)<br>無し(なし): without<br>無茶(むちゃ): absurd; unreasonable; excessive; rash; absurdity; nonsense<br>無い(ない): (1) nonexistent; not being (there) (2) unpossessed; unowned; not had (3) unique (4) indicates negation, inexperience, unnecessariness or impossibility (5) (after the ren'youkei form of an adjective) not ... (6) (after the -te form of a verb) to not be...; to have not ...<br>無くなる(なくなる): to disappear; to get lost<br>無闇に(むやみに): unreasonably; absurdly; recklessly; indiscreetly; at random<br>無茶苦茶(むちゃくちゃ): (1) nonsensical; unreasonable; absurd; unrealistic (2) awfully; extremely; to excess; senseless; reckless (3) disorder; confusion; being jumbled; being mixed up<br>だらし無い(だらしない): slovenly; loose; sluttish; slatternly; untidy; undisciplined; careless<br>とんでも無い(とんでもない): (1) unthinkable; unexpected; outrageous; offensive (2) absolutely not!; not at all!; far from it!; impossible!; preposterous!; what a thing to say!; no way!; bullshit (3) don't mention it; you're welcome<br>感無量(かんむりょう): deep feeling; inexpressible feeling; filled with emotion<br>仕様が無い(しようがない): it can't be helped; it is inevitable; nothing can be done<br>無沙汰(ぶさた): not writing or contacting for a while; neglecting to write (call, visit, etc.); failing to write (call, visit, etc.); long silence<br>無(む): (1) nothing; naught; nought; nil; zero (2) un-; non-<br>無(ぶ): (1) un-; non- (2) bad ...; poor ..."	2	4	274	丿: katakana no radical (no. 4)<br>一: one; one radical (no.1)<br>火: fire	12	火	86	4	ひ・ひへん・れっか・れんが	(không có)	仮借 Giả tá	grade4 JLPT.N2 kanjifreq251-500
焼	ショウ	や.く、や.き、や.き-、-や.き、や.ける	やい, やき	bake, burning	bake	THIÊU	thiêu đốt		燃焼(ねんしょう): burning; combustion<br>日焼け(ひやけ): (1) sunburn (2) suntan<br>夕焼け(ゆうやけ): sunset<br>焼く(やく): (1) to bake; to grill (2) to develop (photos) (3) to suntan (4) to burn (in flames, down, CD, DVD, etc.); to scorch (5) to be jealous; to be envious<br>焼ける(やける): (1) to burn; to be roasted; to be heated; to be sunburnt; to fade (in the sun); to glow red (i.e. of the sky at sunset) (2) to be jealous; to be envious	2	4	982	火: fire<br>尭: high; far	12	火	86	4	ひ・ひへん・れっか・れんが	燒	形声 Hình thanh	grade4 JLPT.N2 Kanji_Food.Drink kanjifreq751-1000
照	ショウ	て.る、て.らす、て.れる	あき, てる	illuminate, shine, compare, bashful	illuminate	CHIẾU	tham chiếu		参照(さんしょう): reference; bibliographical reference; consultation; browsing (e.g. when selecting a file to upload on a computer); checking out<br>照明(しょうめい): illumination; lighting<br>対照(たいしょう): contrast; antithesis; comparison<br>照らす(てらす): to shine on; to illuminate<br>照る(てる): (1) to shine (2) to look slightly upward (of a noh mask; indicating joy, etc.)<br>照合(しょうごう): collation; comparison<br>照り返す(てりかえす): to reflect; to throw back light	2	4	1004	昭: shining; bright<br>火: fire	13	火	86	4	ひ・ひへん・れっか・れんが	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq1001-1500
的	テキ	まと	いくは, ゆくは	"bull's eye, mark, target, object, adjective ending"	"bull's eye"	ĐÍCH	mục đích, đích thực		積極的(せっきょくてき): assertive; positive; active; proactive<br>目的(もくてき): purpose; goal; aim; objective; intention<br>消極的(しょうきょくてき): negative; half-hearted; passive; unmotivated; pessimistic<br>知的(ちてき): intellectual<br>比較的(ひかくてき): comparative; relative<br>先天的(せんてんてき): a priori; inborn; innate; inherent; congenital; hereditary<br>的(てき): -like; typical<br>的(まと): mark; target<br>動的(どうてき): dynamic; kinetic<br>静的(せいてき): static	2	4	105	日: day; sun; Japan; counter for days<br>勺: ladle; one tenth of a go; dip	8	白	106	5	しろ・しろへん	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq1-250
省	セイ、ショウ	かえり.みる、はぶ.く	さとし, み	focus, government ministry, conserve	focus	TỈNH	tỉnh lược, phản tỉnh, hồi tỉnh		反省(はんせい): reflection; reconsideration; introspection; meditation; contemplation<br>省略(しょうりゃく): omission; abbreviation; abridgment; abridgement<br>省く(はぶく): (1) to omit; to leave out; to exclude; to eliminate (2) to curtail; to save; to cut down; to economize; to economise<br>省(しょう): (1) ministry; department (2) province (of China) (3) saving; conserving	2	4	548	少: few; little<br>目: eye; class; look; insight; experience; care; favor	9	目	109	5	め・めへん・よこめ	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq501-750
祝	シュク、シュウ	いわ.う	のり, ほぎ, ゆわい	celebrate, congratulate	celebrate	CHÚC	chúc phúc		祝い(いわい): congratulation; congratulations; celebration; festival; congratulatory gift<br>祝日(しゅくじつ): national holiday<br>祝う(いわう): to congratulate; to celebrate; to observe (a festival)<br>祝賀(しゅくが): celebration; congratulations<br>お祝い(おいわい): congratulation; congratulations; celebration; festival; congratulatory gift	2	4	1184	示: show; indicate; point out; express; display<br>兄: elder brother; big brother	9	示	113	5	しめす・しめすへん	祝	会意 Hội ý	grade4 JLPT.N2 kanjifreq1001-1500
競	キョウ、ケイ	きそ.う、せ.る、くら.べる	かい, わたなべ	emulate, compete with, bid, sell at auction, bout, contest, race	vie	CẠNH	cạnh tranh		競技(きょうぎ): game; match; contest<br>競争(きょうそう): (1) competition; contest (2) to compete<br>競馬(けいば): horse racing	2	4	610	立: stand up; rise; set up; erect<br>兄: elder brother; big brother<br>立: stand up; rise; set up; erect<br>兄: elder brother; big brother	20	立	117	5	たつ・たつへん	(không có)	会意 Hội ý	grade4 JLPT.N2 kanjifreq501-750
管	カン	くだ	すが	pipe, tube, wind instrument, drunken talk	pipe	QUẢN	ống, mao quản, quản lí		管(くだ): pipe; tube<br>管理(かんり): control; management (e.g. of a business)<br>血管(けっかん): blood vessel<br>保管(ほかん): charge; custody; safekeeping; deposit; storage<br>只管(ひたすら): nothing but; earnest; intent; determined; set on (something)	2	4	517	竹: bamboo<br>官: bureaucrat; the government	14	竹	118	6	たけ・たけかんむり	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Manufactured.Item kanjifreq501-750
節	セツ、セチ	ふし、-ぶし、のっと	たかし	node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody	node	TIẾT	tiết mục		季節(きせつ): season<br>節(せつ): (1) occasion; time (2) section (of a literary work); paragraph; verse; stanza; passage (3) node (of a plant stem) (4) clause (5) (taxonomical) section<br>節約(せつやく): economising; saving<br>調節(ちょうせつ): regulation; adjustment; control<br>節(ふし): (1) joint; knuckle (2) tune; melody (3) knot (in wood); node in a bamboo stem (4) part; notable characteristic	2	4	934	竹: bamboo<br>即: instant; namely; as is; conform; agree; adapt	13	竹	118	6	たけ・たけかんむり	節	形声 Hình thanh	grade4 JLPT.N2 Kanji_Body_General Kanji_Human.Activities_Culture.Art Kanji_Time_Season kanjifreq751-1000
粉	フン	デシメートル、こ、こな		flour, powder, dust	flour	PHẤN	bột		粉(こな): flour; meal; powder<br>粉末(ふんまつ): fine powder<br>花粉(かふん): pollen<br>粉々(こなごな): in very small pieces	2	4	1484	"米: rice; USA; metre<br>分: part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100"	10	米	119	6	こめ・こめへん	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Food.Drink kanjifreq1001-1500
結	ケツ、ケチ	むす.ぶ、ゆ.う、ゆ.わえる	ゆい, ゆう	tie, bind, contract, join, organize, do up hair, fasten	tie	KẾT	đoàn kết, kết thúc		"結果(けっか): (1) result; consequence; outcome; effect (2) coming to fruition; bearing fruit<br>結局(けっきょく): after all; eventually; in the end<br>結婚(けっこん): marriage<br>結論(けつろん): conclusion<br>結成(けっせい): formation; combination<br>結ぶ(むすぶ): (1) to tie; to bind; to link (2) to bear (fruit) (3) to close (e.g. deal); to confirm; to conclude (4) to close tightly; to purse (e.g. lips) (5) to unite (with); to ally; to join hands<br>結構(けっこう): (1) splendid; nice; wonderful; delicious; sweet (2) sufficient; fine (in the sense of ""I'm fine""); (by implication) no thank you (3) well enough; OK; tolerable (4) reasonably; fairly; tolerably (5) construction; architecture<br>結核(けっかく): tuberculosis; tubercule<br>団結(だんけつ): unity; union; combination<br>結び(むすび): ending; conclusion; union<br>妥結(だけつ): settlement; an agreement<br>結晶(けっしょう): crystal; crystallization; crystallisation<br>結合(けつごう): combination; union; binding; catenation; coupling; joining<br>結びつき(むすびつき): connection; relation<br>結束(けっそく): union; unity<br>結びつく(むすびつく): to be connected or related; to join together<br>結びつける(むすびつける): to combine; to join; to tie on; to attach with a knot; to bind (e.g. an address)"	2	4	162	糸: thread<br>吉: good luck; joy; congratulations	12	糸	120	6	いと・いとへん	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq1-250
胃	イ			stomach, paunch, crop, craw	stomach	VỊ	dạ dày		"胃(い): (1) stomach (2) Chinese ""stomach"" constellation (one of the 28 mansions)"	2	4	1647	田: rice field; rice paddy<br>月: month; moon	9	肉	130	6	にく・にくづき	(không có)	会意 Hội ý	grade4 JLPT.N2 Kanji_Body_Organ.Torso kanjifreq1501-2000
臣	シン、ジン		おみ, たか, と, とみ, み	retainer, subject	retainer	THẦN	trung thần		大臣(だいじん): cabinet minister<br>総理大臣(そうりだいじん): Prime Minister	2	4	1249	臣: minister, official (radical no. 131)	7	臣	131	6	しん・おみ	(không có)	象形 Tượng hình	grade4 JLPT.N2 kanjifreq1001-1500
航	コウ		わたる	navigate, sail, cruise, fly	navigate	HÀNG	hàng không, hàng hải		航空(こうくう): aviation; flying<br>航海(こうかい): sail; voyage	2	4	665	舟: boat; ship<br>亢: high spirits	10	舟	137	6	ふね・ふねへん	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq501-750
芸	ゲイ、ウン	う.える、のり、わざ	き, げ, なり	technique, art, craft, performance, acting, trick, stunt	technique	VÂN, NGHỆ	nghệ thuật, nghệ nhân		芸術(げいじゅつ): (fine) art; the arts<br>芸能(げいのう): public entertainment; accomplishments; attainments<br>文芸(ぶんげい): literature; art and literature; belles-lettres<br>工芸(こうげい): industrial arts; craft<br>園芸(えんげい): horticulture; gardening<br>芸(げい): art; craft; accomplishment; artistic skill; technique; performance<br>学芸(がくげい): arts and sciences; liberal arts<br>手芸(しゅげい): handicrafts	2	4	719	艸: grass; plants; grass radical (no. 140)<br>云: say	7	艸	140	6	くさ・くさかんむり	藝	会意 Hội ý	grade4 JLPT.N2 Kanji_Human.Activities_Culture.Art kanjifreq501-750
衣	イ、エ	ころも、きぬ、-ぎ		garment, clothes, dressing	garment	Y	y phục		衣装(いしょう): clothing; costume; outfit; garment; dress<br>衣料(いりょう): clothing<br>衣類(いるい): clothes; clothing; garments<br>衣服(いふく): clothes<br>浴衣(ゆかた): yukata (light cotton kimono worn in the summer or used as a bathrobe)<br>衣食住(いしょくじゅう): necessities of life (food, clothing & shelter)<br>粗衣(そい): simple clothes; humble clothes	2	4	1214	亠: kettle lid radical (no. 8)	6	衣	145	6	ころも・ころもへん	(không có)	象形 Tượng hình	grade4 JLPT.N2 Kanji_Clothing.Textiles kanjifreq1001-1500
訓	クン、キン	おし.える、よ.む、くん.ずる	く, くに, くの, さとし, のり, ふみ	instruction, Japanese character reading, explanation, read	instruction	HUẤN	huấn luyện		訓練(くんれん): practice; practise; training<br>教訓(きょうくん): lesson; precept; moral instruction<br>訓(くん): native Japanese reading (rendering) of a Chinese character	2	4	1134	言: say<br>巛: curving river radical (no.47)	10	言	149	7	こと・げん・ごんべん・ことば	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq1001-1500
課	カ			chapter, lesson, section, department, division, counter for chapters (of a book)	chapter	KHÓA	khóa học, chính khóa		課目(かもく): (school) subject; curriculum; course<br>課題(かだい): (1) subject; theme; issue; matter (2) homework; assignment (3) task; challenge; problem; question<br>課長(かちょう): section manager; section chief<br>課税(かぜい): taxation<br>課(か): (1) lesson (2) section (in an organization); division; department (3) counter for lessons and chapters (of a book)<br>課程(かてい): course; curriculum<br>日課(にっか): daily lesson; daily work; daily routine<br>課外(かがい): extracurricular	2	4	455	言: say<br>果: fruit; reward; carry out; achieve; complete; end; finish; succeed	15	言	149	7	こと・げん・ごんべん・ことば	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq251-500
象	ショウ、ゾウ	かたど.る	きさ	elephant, pattern after, imitate, image, shape, sign (of the times)	elephant	TƯỢNG	hiện tượng, khí tượng, hình tượng		対象(たいしょう): target; object (of worship, study, etc.); subject (of taxation, etc.)<br>印象(いんしょう): impression<br>現象(げんしょう): phenomenon<br>気象(きしょう): (1) weather; climate (2) disposition; temperament<br>象徴(しょうちょう): symbol<br>抽象(ちゅうしょう): abstract<br>象(ぞう): elephant	2	4	394	勹: wrapping enclosure; wrapping radical (no. 20)<br>豕: pig; hog; pig radical (no. 152)	12	豕	152	7	いのこ・いのこへん・ぶた	(không có)	象形 Tượng hình	grade4 JLPT.N2 Kanji_Nature_Animal kanjifreq251-500
貨	カ	たから		freight, goods, property	freight	HÓA	hàng hóa		通貨(つうか): currency<br>貨物(かもつ): (1) cargo; freight (2) money or assets<br>外貨(がいか): (1) foreign currency; foreign money; foreign exchange (2) foreign goods; imported goods<br>硬貨(こうか): (1) coin (2) hard currency<br>貨幣(かへい): money; currency; coinage<br>雑貨(ざっか): miscellaneous goods; general goods; sundries<br>銅貨(どうか): copper coin	2	4	822	化: change; take the form of; influence; enchant; delude; -ization<br>貝: shellfish	11	貝	154	7	かい・かいへん・こがい	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Human.Activities_Money.Commerce kanjifreq751-1000
貯	チョ	た.める、たくわ.える		savings, store, lay in, keep, wear mustache	savings	TRỮ	tàng trữ, lưu trữ		貯金(ちょきん): (bank) savings<br>貯蓄(ちょちく): savings<br>貯蔵(ちょぞう): storage; preservation	2	4	1100	貝: shellfish<br>宀: shaped crown; katakana u radical (no. 40)<br>丁: street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign	12	貝	154	7	かい・かいへん・こがい	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Human.Activities_Money.Commerce kanjifreq1001-1500
賞	ショウ	ほ.める		prize, reward, praise	prize	THƯỞNG	giải thưởng, tưởng thưởng		賞金(しょうきん): prize; monetary award<br>入賞(にゅうしょう): winning a prize or place (in a contest)<br>賞(しょう): prize; award<br>鑑賞(かんしょう): appreciation (e.g. of art); aesthetic sense<br>賞品(しょうひん): prize; trophy<br>懸賞(けんしょう): offering prizes; winning; reward	2	4	426	尚: esteem; furthermore; still; yet<br>貝: shellfish	15	貝	154	7	かい・かいへん・こがい	(không có)	形声 Hình thanh	grade4 JLPT.N2 kanjifreq251-500
軍	グン	いくさ		army, force, troops, war, battle	army	QUÂN	quân đội, quân sự		軍事(ぐんじ): military affairs<br>軍(ぐん): army; force; troops<br>軍隊(ぐんたい): army; troops<br>軍備(ぐんび): armaments; military preparations<br>軍艦(ぐんかん): warship; battleship<br>軍服(ぐんぷく): military or naval uniform	2	4	189	冖: wa-shaped crown radical (no. 14)<br>車: car	9	車	159	7	くるま・くるまへん	(không có)	象形 Tượng hình	grade4 JLPT.N2 Kanji_Human.Activities_Fighting kanjifreq1-250
輪	リン	わ	なわ, も	wheel, ring, circle, link, loop, counter for wheels and flowers	wheel	LUÂN	bánh xe, luân hồi		輪(わ): (1) ring; circle; loop (2) hoop (3) wheel (4) circle (e.g. of friends)<br>指輪(ゆびわ): (finger) ring<br>車輪(しゃりん): (car) wheel<br>年輪(ねんりん): annual tree ring<br>首輪(くびわ): necklace; choker<br>輪(りん): counter for wheels and flowers	2	4	693	車: car<br>侖: think; be methodical	15	車	159	7	くるま・くるまへん	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Counting_Counters Kanji_Physical.Properties_Shape.Size kanjifreq501-750
辺	ヘン	あた.り、ほと.り、-べ	なべ	environs, boundary, border, vicinity, (kokuji)	environs	BIÊN	biên, biên giới		周辺(しゅうへん): (1) circumference; outskirts; environs; around; in the area of; in the vicinity of (2) (computer) peripheral<br>辺(へん): (1) area; vicinity (2) side (of triangle, rectangle, etc.) (3) circumstances<br>辺り(あたり): (1) on the bank of; by the side of (e.g. a river, pond) (2) (in the) neighbourhood; neighborhood; vicinity; nearby<br>浜辺(はまべ): beach; foreshore<br>天辺(てっぺん): top; summit; apex; peak	2	4	428	刀: sword; saber; knife<br>辶: walk; walking; road radical variant (no. 162)	5	辵	162	7	しんにょう・しんにゅう	邊	形声 Hình thanh	grade4 JLPT.N2 kanjifreq251-500
量	リョウ	はか.る	かず	quantity, measure, weight, amount	quantity	LƯỢNG, LƯƠNG	lực lượng, độ lượng, dung lượng, trọng lượng		重量(じゅうりょう): (1) weight (2) heavyweight boxer<br>測量(そくりょう): measurement; surveying<br>分量(ぶんりょう): amount; quantity<br>微量(びりょう): minuscule amount; extremely small quantity<br>量(りょう): quantity; amount; volume; portion (of food)<br>熱量(ねつりょう): calorific value; quantity of heat; calorie<br>感無量(かんむりょう): deep feeling; inexpressible feeling; filled with emotion	2	4	469	"旦: daybreak; dawn; morning<br>里: ri; village; parent's home; league"	12	里	166	7	さと・さとへん	(không có)	象形 Tượng hình	grade4 JLPT.N2 kanjifreq251-500
録	ロク	しる.す、と.る		record	record	LỤC	kí lục, đăng lục		記録(きろく): (1) record; minutes; document (2) a record (e.g. in sports); results; score (3) to record; to document (4) to set a record (e.g. in sports); to show a result; to reach a value<br>登録(とうろく): registration; accession; register; entry; record<br>録音(ろくおん): (audio) recording<br>目録(もくろく): (1) catalogue; catalog; inventory; index; list (2) certificate indicating an impending gift<br>付録(ふろく): appendix; supplement; annex	2	4	546	金: gold<br>彔: to carve wood	16	金	167	8	かね・かねへん	錄	形声 Hình thanh	grade4 JLPT.N2 kanjifreq501-750
陸	リク、ロク	おか	くが, たち, みち, む, むつ	land	land	LỤC	lục địa, lục quân		大陸(たいりく): continent<br>陸(りく): land; shore<br>上陸(じょうりく): landing; disembarkation<br>着陸(ちゃくりく): landing; alighting; touch down<br>内陸(ないりく): inland	2	4	736	阜: hill; mound; left village radical (no. 170)<br>坴: clod of earth; land	11	阜	170	8	こざと・こざとへん・おか・ぎふのふ	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Nature_Landscape kanjifreq501-750
順	ジュン		あや, あり, おき, おさむ, しげ, したがう, とし, なお, のぶ, のり, まさ, むね, もと, ゆき, よし, より	obey, order, turn, right, docility, occasion	obey	THUẬN	tòng thuận, thuận tự		順調(じゅんちょう): favourable; favorable; doing well; OK; all right<br>順(じゅん): (1) order; turn (2) obedient; docile; submissive; meek<br>手順(てじゅん): process; procedure; sequence; protocol; instruction<br>順番(じゅんばん): turn (in line); order of things; sequential order<br>順序(じゅんじょ): order; sequence; procedure<br>不順(ふじゅん): irregularity; unseasonableness<br>道順(みちじゅん): itinerary; route<br>順々(じゅんじゅん): in order; in turn	2	4	779	巛: curving river radical (no.47)<br>頁: page; leaf	12	頁	181	9	おおがい・いちのかい	(không có)	形声 Hình thanh	grade4 JLPT.N2 Kanji_Counting kanjifreq751-1000
久	キュウ、ク	ひさ.しい	きゅ, わ	long time, old story	long time	CỬU	lâu, vĩnh cửu		"久し振り(ひさしぶり): a long time (since the last time); it's been a while (since I last saw, mailed, etc., you)<br>永久(えいきゅう): (1) eternity; perpetuity; immortality (2) Eikyuu era (1113.7.13-1118.4.3)<br>久しい(ひさしい): long; long-continued; old (story)"	2	5	688	勹: wrapping enclosure; wrapping radical (no. 20)	3	丿	4	1	の・のかんむり・はらいぼう	(không có)	象形 Tượng hình	grade5 JLPT.N2 Kanji_Physical.Properties_Color Kanji_Time kanjifreq501-750
仏	ブツ、フツ	ほとけ		Buddha, the dead, France	Buddha	PHẬT	phật giáo		仏像(ぶつぞう): statue of Buddha; image of Buddha; Buddhist statue; Buddhist image<br>仏(ほとけ): (1) Buddha; merciful person; Buddhist image (2) the dead<br>仏(ふつ): France	2	5	819	人: person<br>厶: I; myself; katakana mu radical (no. 28)	4	人	9	2	ひと・にんべん・ひとやね	佛	形声 Hình thanh	grade5 JLPT.N2 Kanji_Human.Activities_Religion.Creed kanjifreq751-1000
仮	カ、ケ	かり、かり-		sham, temporary, interim, assumed (name), informal	provisional	GIẢ	giả thuyết, giả trang, giả dối		"仮に(かりに): temporarily; provisionally; for example; for argument's sake<br>片仮名(カタカナ): katakana; angular Japanese syllabary used primarily for loanwords<br>仮定(かてい): assumption; supposition; hypothesis<br>平仮名(ひらがな): hiragana; cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)<br>仮令(たとえ): even if; if; though; although<br>仮名遣い(かなづかい): kana orthography; syllabary spelling<br>振り仮名(ふりがな): furigana (kana over or beside kanji to indicate pronunciation)<br>送り仮名(おくりがな): kana written after a kanji to complete the full (usually kun) reading of the word (may inflect); declensional kana ending<br>仮名(かな): kana; Japanese syllabary (e.g. hiragana, katakana)"	2	5	1039	人: person<br>反: anti-	6	人	9	2	ひと・にんべん・ひとやね	假	形声 Hình thanh	grade5 JLPT.N2 kanjifreq1001-1500
価	カ、ケ	あたい		value, price	value	GIÁ	giá cả, vô giá, giá trị		価格(かかく): price; value; cost<br>評価(ひょうか): (1) valuation; estimation; assessment; evaluation (2) to value; to assess; to estimate value (3) to appreciate; to value highly; to acknowledge the value (of something)<br>価値(かち): value; worth; merit<br>物価(ぶっか): prices of commodities; prices (in general); cost-of-living<br>定価(ていか): list price; regular price; established price<br>高価(こうか): high price	2	5	250	人: person<br>襾: cover; place on top of; west radical variant (no. 146)	8	人	9	2	ひと・にんべん・ひとやね	價	形声 Hình thanh	grade5 JLPT.N2 Kanji_Human.Activities_Money.Commerce kanjifreq1-250
保	ホ、ホウ	たも.つ	う, お, ぶ, もり, やす, やすし	protect, guarantee, keep, preserve, sustain, support	protect	BẢO	bảo trì, bảo vệ, đảm bảo		保障(ほしょう): guarantee; security; assurance; pledge; warranty<br>保護(ほご): care; protection; shelter; safeguard; guardianship; favor; favour; patronage<br>確保(かくほ): guarantee; maintain; ensure; insure; secure; reservation<br>保険(ほけん): insurance; guarantee<br>保守(ほしゅ): maintenance; conservation<br>保健(ほけん): health preservation; hygiene; sanitation<br>保存(ほぞん): preservation; conservation; storage; saving (e.g. to disk); maintenance<br>保管(ほかん): charge; custody; safekeeping; deposit; storage<br>保つ(たもつ): to keep; to preserve; to hold; to retain; to maintain; to support; to sustain; to last; to endure; to keep well (food); to wear well; to be durable<br>保温(ほおん): retaining warmth; keeping heat in; heat insulation<br>保育(ほいく): nursing; nurturing; rearing; lactation; suckling<br>保養(ほよう): health preservation; recuperation; recreation<br>保母(ほぼ): day-care worker in a kindergarten, nursery school, etc.	2	5	146	人: person<br>呆: be amazed; disgusted; shocked	9	人	9	2	ひと・にんべん・ひとやね	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq1-250
修	シュウ、シュ	おさ.める、おさ.まる	おき, なが, のぶ, おさむ	discipline, conduct oneself well, study, master	discipline	TU	tu sửa, tu chính, tu luyện		"修正(しゅうせい): amendment; correction; revision; modification; alteration; retouching; update; fix<br>修理(しゅうり): repairing; mending; servicing<br>修了(しゅうりょう): completion (of a course)<br>修業(しゅうぎょう): pursuit of knowledge; studying; learning; training; completing a course<br>修士(しゅうし): master's (academic degree)<br>修繕(しゅうぜん): repair; mending<br>必修(ひっしゅう): required (subject)<br>研修(けんしゅう): training (esp. in-service); induction course<br>改修(かいしゅう): repair; improvement<br>専修(せんしゅう): specialization; specialisation<br>修学(しゅうがく): learning<br>修飾(しゅうしょく): (1) ornamentation; embellishment; decoration; adornment; polish up (writing) (2) modification; qualification"	2	5	603	攸: relaxed; at ease; place<br>彡: three; hair ornament; short hair or fur radical (no. 59)	10	人	9	2	ひと・にんべん・ひとやね	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq501-750
個	コ、カ			individual, counter for articles and ilitary units	individual	CÁ	cá nhân, cá thể		個人(こじん): individual; private person; personal; private<br>個性(こせい): individuality; personality; idiosyncrasy<br>個々(ここ): individual; one by one; separate<br>個別(こべつ): particular case; discrete; individual; separate<br>個体(こたい): individual (living being)<br>個(こ): (1) counter for articles (2) counter for military units (3) individual	2	5	451	人: person<br>固: harden; set; clot; curdle	10	人	9	2	ひと・にんべん・ひとやね	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Counting_Counters kanjifreq251-500
